file_name,stem,label_cn,version,part_code,is_comparison,relative_path,source_dir,label_raw,label_standard,label_confidence,label_match_type,label_status,label_source
syn2_0001.dxf,syn2_0001,传动件,,,0,传动件/syn2_0001.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0002.dxf,syn2_0002,传动件,,,0,传动件/syn2_0002.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0003.dxf,syn2_0003,传动件,,,0,传动件/syn2_0003.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0004.dxf,syn2_0004,传动件,,,0,传动件/syn2_0004.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0005.dxf,syn2_0005,传动件,,,0,传动件/syn2_0005.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0006.dxf,syn2_0006,传动件,,,0,传动件/syn2_0006.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0007.dxf,syn2_0007,传动件,,,0,传动件/syn2_0007.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0008.dxf,syn2_0008,传动件,,,0,传动件/syn2_0008.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0009.dxf,syn2_0009,传动件,,,0,传动件/syn2_0009.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0010.dxf,syn2_0010,传动件,,,0,传动件/syn2_0010.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0011.dxf,syn2_0011,传动件,,,0,传动件/syn2_0011.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0012.dxf,syn2_0012,传动件,,,0,传动件/syn2_0012.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0013.dxf,syn2_0013,传动件,,,0,传动件/syn2_0013.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0014.dxf,syn2_0014,传动件,,,0,传动件/syn2_0014.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0015.dxf,syn2_0015,传动件,,,0,传动件/syn2_0015.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0016.dxf,syn2_0016,传动件,,,0,传动件/syn2_0016.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0017.dxf,syn2_0017,传动件,,,0,传动件/syn2_0017.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0018.dxf,syn2_0018,传动件,,,0,传动件/syn2_0018.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0019.dxf,syn2_0019,传动件,,,0,传动件/syn2_0019.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0020.dxf,syn2_0020,传动件,,,0,传动件/syn2_0020.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0021.dxf,syn2_0021,传动件,,,0,传动件/syn2_0021.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0022.dxf,syn2_0022,传动件,,,0,传动件/syn2_0022.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0023.dxf,syn2_0023,传动件,,,0,传动件/syn2_0023.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0024.dxf,syn2_0024,传动件,,,0,传动件/syn2_0024.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0025.dxf,syn2_0025,传动件,,,0,传动件/syn2_0025.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0026.dxf,syn2_0026,传动件,,,0,传动件/syn2_0026.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0027.dxf,syn2_0027,传动件,,,0,传动件/syn2_0027.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0028.dxf,syn2_0028,传动件,,,0,传动件/syn2_0028.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0029.dxf,syn2_0029,传动件,,,0,传动件/syn2_0029.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0030.dxf,syn2_0030,传动件,,,0,传动件/syn2_0030.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0031.dxf,syn2_0031,传动件,,,0,传动件/syn2_0031.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0032.dxf,syn2_0032,传动件,,,0,传动件/syn2_0032.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0033.dxf,syn2_0033,传动件,,,0,传动件/syn2_0033.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0034.dxf,syn2_0034,传动件,,,0,传动件/syn2_0034.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0035.dxf,syn2_0035,传动件,,,0,传动件/syn2_0035.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0036.dxf,syn2_0036,传动件,,,0,传动件/syn2_0036.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0037.dxf,syn2_0037,传动件,,,0,传动件/syn2_0037.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0038.dxf,syn2_0038,传动件,,,0,传动件/syn2_0038.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0039.dxf,syn2_0039,传动件,,,0,传动件/syn2_0039.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0040.dxf,syn2_0040,传动件,,,0,传动件/syn2_0040.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0041.dxf,syn2_0041,传动件,,,0,传动件/syn2_0041.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0042.dxf,syn2_0042,传动件,,,0,传动件/syn2_0042.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0043.dxf,syn2_0043,传动件,,,0,传动件/syn2_0043.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0044.dxf,syn2_0044,传动件,,,0,传动件/syn2_0044.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0045.dxf,syn2_0045,传动件,,,0,传动件/syn2_0045.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0046.dxf,syn2_0046,传动件,,,0,传动件/syn2_0046.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0047.dxf,syn2_0047,传动件,,,0,传动件/syn2_0047.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0048.dxf,syn2_0048,传动件,,,0,传动件/syn2_0048.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0049.dxf,syn2_0049,传动件,,,0,传动件/syn2_0049.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0050.dxf,syn2_0050,传动件,,,0,传动件/syn2_0050.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0051.dxf,syn2_0051,传动件,,,0,传动件/syn2_0051.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0052.dxf,syn2_0052,传动件,,,0,传动件/syn2_0052.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0053.dxf,syn2_0053,传动件,,,0,传动件/syn2_0053.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0054.dxf,syn2_0054,传动件,,,0,传动件/syn2_0054.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0055.dxf,syn2_0055,传动件,,,0,传动件/syn2_0055.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0056.dxf,syn2_0056,传动件,,,0,传动件/syn2_0056.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0057.dxf,syn2_0057,传动件,,,0,传动件/syn2_0057.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0058.dxf,syn2_0058,传动件,,,0,传动件/syn2_0058.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0059.dxf,syn2_0059,传动件,,,0,传动件/syn2_0059.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0060.dxf,syn2_0060,传动件,,,0,传动件/syn2_0060.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0061.dxf,syn2_0061,传动件,,,0,传动件/syn2_0061.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0062.dxf,syn2_0062,传动件,,,0,传动件/syn2_0062.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0063.dxf,syn2_0063,传动件,,,0,传动件/syn2_0063.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0064.dxf,syn2_0064,传动件,,,0,传动件/syn2_0064.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0065.dxf,syn2_0065,传动件,,,0,传动件/syn2_0065.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0066.dxf,syn2_0066,传动件,,,0,传动件/syn2_0066.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0067.dxf,syn2_0067,传动件,,,0,传动件/syn2_0067.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0068.dxf,syn2_0068,传动件,,,0,传动件/syn2_0068.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0069.dxf,syn2_0069,传动件,,,0,传动件/syn2_0069.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0070.dxf,syn2_0070,传动件,,,0,传动件/syn2_0070.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0071.dxf,syn2_0071,传动件,,,0,传动件/syn2_0071.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0072.dxf,syn2_0072,传动件,,,0,传动件/syn2_0072.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0073.dxf,syn2_0073,传动件,,,0,传动件/syn2_0073.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0074.dxf,syn2_0074,传动件,,,0,传动件/syn2_0074.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0075.dxf,syn2_0075,传动件,,,0,传动件/syn2_0075.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0076.dxf,syn2_0076,传动件,,,0,传动件/syn2_0076.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0077.dxf,syn2_0077,传动件,,,0,传动件/syn2_0077.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0078.dxf,syn2_0078,传动件,,,0,传动件/syn2_0078.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0079.dxf,syn2_0079,传动件,,,0,传动件/syn2_0079.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0080.dxf,syn2_0080,传动件,,,0,传动件/syn2_0080.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0081.dxf,syn2_0081,传动件,,,0,传动件/syn2_0081.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0082.dxf,syn2_0082,传动件,,,0,传动件/syn2_0082.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0083.dxf,syn2_0083,传动件,,,0,传动件/syn2_0083.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0084.dxf,syn2_0084,传动件,,,0,传动件/syn2_0084.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0085.dxf,syn2_0085,传动件,,,0,传动件/syn2_0085.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0086.dxf,syn2_0086,传动件,,,0,传动件/syn2_0086.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0087.dxf,syn2_0087,传动件,,,0,传动件/syn2_0087.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0088.dxf,syn2_0088,传动件,,,0,传动件/syn2_0088.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0089.dxf,syn2_0089,传动件,,,0,传动件/syn2_0089.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0090.dxf,syn2_0090,传动件,,,0,传动件/syn2_0090.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0091.dxf,syn2_0091,传动件,,,0,传动件/syn2_0091.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0092.dxf,syn2_0092,传动件,,,0,传动件/syn2_0092.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0093.dxf,syn2_0093,传动件,,,0,传动件/syn2_0093.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0094.dxf,syn2_0094,传动件,,,0,传动件/syn2_0094.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0095.dxf,syn2_0095,传动件,,,0,传动件/syn2_0095.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0096.dxf,syn2_0096,传动件,,,0,传动件/syn2_0096.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0097.dxf,syn2_0097,传动件,,,0,传动件/syn2_0097.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0098.dxf,syn2_0098,传动件,,,0,传动件/syn2_0098.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0099.dxf,syn2_0099,传动件,,,0,传动件/syn2_0099.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0100.dxf,syn2_0100,传动件,,,0,传动件/syn2_0100.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0101.dxf,syn2_0101,传动件,,,0,传动件/syn2_0101.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0102.dxf,syn2_0102,传动件,,,0,传动件/syn2_0102.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0103.dxf,syn2_0103,传动件,,,0,传动件/syn2_0103.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0104.dxf,syn2_0104,传动件,,,0,传动件/syn2_0104.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0105.dxf,syn2_0105,传动件,,,0,传动件/syn2_0105.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0106.dxf,syn2_0106,传动件,,,0,传动件/syn2_0106.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0107.dxf,syn2_0107,传动件,,,0,传动件/syn2_0107.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0108.dxf,syn2_0108,传动件,,,0,传动件/syn2_0108.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0109.dxf,syn2_0109,传动件,,,0,传动件/syn2_0109.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0110.dxf,syn2_0110,传动件,,,0,传动件/syn2_0110.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0111.dxf,syn2_0111,传动件,,,0,传动件/syn2_0111.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0112.dxf,syn2_0112,传动件,,,0,传动件/syn2_0112.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0113.dxf,syn2_0113,传动件,,,0,传动件/syn2_0113.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0114.dxf,syn2_0114,传动件,,,0,传动件/syn2_0114.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0115.dxf,syn2_0115,传动件,,,0,传动件/syn2_0115.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0116.dxf,syn2_0116,传动件,,,0,传动件/syn2_0116.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0117.dxf,syn2_0117,传动件,,,0,传动件/syn2_0117.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0118.dxf,syn2_0118,传动件,,,0,传动件/syn2_0118.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0119.dxf,syn2_0119,传动件,,,0,传动件/syn2_0119.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0120.dxf,syn2_0120,传动件,,,0,传动件/syn2_0120.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0121.dxf,syn2_0121,传动件,,,0,传动件/syn2_0121.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0122.dxf,syn2_0122,传动件,,,0,传动件/syn2_0122.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0123.dxf,syn2_0123,传动件,,,0,传动件/syn2_0123.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0124.dxf,syn2_0124,传动件,,,0,传动件/syn2_0124.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0125.dxf,syn2_0125,传动件,,,0,传动件/syn2_0125.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0126.dxf,syn2_0126,传动件,,,0,传动件/syn2_0126.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0127.dxf,syn2_0127,传动件,,,0,传动件/syn2_0127.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0128.dxf,syn2_0128,传动件,,,0,传动件/syn2_0128.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0129.dxf,syn2_0129,传动件,,,0,传动件/syn2_0129.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0130.dxf,syn2_0130,传动件,,,0,传动件/syn2_0130.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
